headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
Which countries were India's biggest trade partners in 2021-22?,"The US has emerged as India's biggest trade partner in 2021-22 with $119.42 billion in bilateral trade, while China is at the second spot ($115.41 billion). UAE ($72.9 billion), Saudi Arabia ($42.85 billion) and Iraq ($34.33 billion) are among India's top five trade partners. Singapore, Hong Kong, Indonesia, South Korea and Australia are in the top 10 list.",2022-05-29,Sakshita Khosla,https://www.bqprime.com/amp/business/us-surpasses-china-as-indias-biggest-trading-partner-in-fy22-at-11942-billion?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/29_sun/img_1653826074744_269.jpg?,https://inshorts.com/en/news/which-countries-were-indias-biggest-trade-partners-in-202122-1653827066637,bqprime,Sunday
"Pilot observes cracks in SpiceJet flight's windshield mid-air, flies it back to Mumbai","A SpiceJet plane, which was scheduled to land in Gorakhpur in Uttar Pradesh, went back to Mumbai on Saturday after its pilot observed cracks on the windshield, according to an official statement. The air traffic controller was apprised and the aircraft landed safely at the Mumbai airport, a spokesperson said.",2022-05-29,Apaar Sharma,https://www.timesnownews.com/india/gorakhpur-bound-spicejet-flight-returns-to-mumbai-after-pilot-observes-windshield-crack-mid-air-article-91863290/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/29_sun/img_1653793427209_677.jpg?,https://inshorts.com/en/news/pilot-observes-cracks-in-spicejet-flights-windshield-midair-flies-it-back-to-mumbai-1653794605228,Times Now,Sunday
SpiceJet fined ₹10 lakh for using faulty simulator to train Boeing 737 Max pilots: Report,"The Directorate General of Civil Aviation (DGCA) on Monday imposed a penalty of ₹10 lakh on private carrier SpiceJet, on the charge of utilising faulty simulator to train pilots of Boeing 737 Max aircraft, according to reports. The training imparted by SpiceJet using the faulty simulator could have ""adversely affected flight safety"", the DGCA reportedly stated.",2022-05-30,Arshiya Chopra,https://www.financialexpress.com/industry/safety-hazard-dgca-imposes-rs-10-lakh-fine-on-spicejet-for-faulty-training-of-max-aircraft-pilots/2542724/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/30_mon/img_1653919105239_316.jpg?,https://inshorts.com/en/news/spicejet-fined-₹10-lakh-for-using-faulty-simulator-to-train-boeing-737-max-pilots-report-1653919955018,Financial Express,Monday
EU agrees to ban majority of Russian oil imports amid Ukraine war,"The European Union has agreed to partially ban Russian oil imports, said EU Council President Charles Michel. ""This would cover more than 2/3 of Russian oil imports, cutting a huge source of financing for its war machine,"" tweeted Michel. Europe is the biggest buyer of Russian energy. Russian crude accounted for 27% of its imports in 2021, according to Eurostat.",2022-05-31,Ridham Gambhir,https://www.reuters.com/business/energy/eu-leaders-agree-ban-export-russian-oil-bloc-eus-michel-2022-05-30/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/31_tue/img_1653968434210_920.jpg?,https://inshorts.com/en/news/eu-agrees-to-ban-majority-of-russian-oil-imports-amid-ukraine-war-1653970591164,Reuters,Tuesday
"Pak says it is open to buying oil from Russia, says 'We have an open policy'","Amid Western sanctions on Russia, Pakistan has said that it is open to importing oil and wheat from the country. ""Our policy is clear....in terms of expanding economic and trade relations, we have an open policy, driven by national interest. Wherever we see there is a national benefit, we pursue those options and avenues,"" said Pakistan's Foreign Office spokesperson.",2022-05-29,Ridham Gambhir,https://www.hindustantimes.com/world-news/pakistan-open-to-buying-oil-wheat-from-russia-as-inflation-woes-continue-101653784924952-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/29_sun/img_1653798235159_733.jpg?,https://inshorts.com/en/news/pak-says-it-is-open-to-buying-oil-from-russia-says-we-have-an-open-policy-1653799249383,Hindustan Times,Sunday
"Sensex jumps 1,041 points to end at 55,926, Nifty closes above 16,650","BSE Sensex jumped 1,041 points or 1.90% to close at 55,926 while NSE Nifty surged by 309 to settle at 16,661 on Monday. Titan, Infosys, Mahindra & Mahindra, Reliance Industries and TCS were among the lead gainers. Meanwhile, Ethos made its market debut today and ended at ₹802 per share, 8.6% down from its issue price of ₹878.",2022-05-30,Ridham Gambhir,https://www.moneycontrol.com/news/business/markets/market-live-updates-sgx-nifty-indices-a-gap-up-opening-for-indian-indices-2-8601101.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/30_mon/img_1653907771132_544.jpg?,https://inshorts.com/en/news/sensex-jumps-1041-points-to-end-at-55926-nifty-closes-above-16650-1653906658999,Moneycontrol,Monday
Forever 21 owner Authentic Brands Group in talks to acquire Ted Baker: Report,"US-based Authentic Brands Group, owner of brands like Forever 21 and Reebok is reportedly in talks to acquire Ted Baker. Shares of Ted Baker rose 3.1% on Monday following this report. It added that the two companies could agree on a £300 million deal for the same. British fashion retailer Ted Baker had put itself up for sale in April.",2022-05-30,Ridham Gambhir,https://www.reuters.com/business/ted-baker-rises-report-juicy-couture-owner-nears-takeover-2022-05-30/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/30_mon/img_1653898632135_942.jpg?,https://inshorts.com/en/news/forever-21-owner-authentic-brands-group-in-talks-to-acquire-ted-baker-report-1653900013641,Reuters,Monday
Investors get richer by ₹10 lakh crore in 3 trading sessions,"The wealth of equity investors increased by ₹10 lakh crore after the market indices jumped in the last three trading sessions. On Monday, the Sensex jumped 1,041 points to close at 55,926, taking the total three-day gains to more than 2,100 points. All sectoral indices ended higher on Monday amid firm global cues and the early onset of monsoon.",2022-05-30,Hiral Goyal,https://www.timesnownews.com/business-economy/markets/investors-richer-by-rs-10-lakh-crore-in-3-day-bull-run-in-market-article-91894768/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/30_mon/img_1653923625195_860.jpg?,https://inshorts.com/en/news/investors-get-richer-by-₹10-lakh-crore-in-3-trading-sessions-1653927539548,Times Now,Monday
ONGC becomes India's 2nd most profitable firm after its record net profit in FY22,"ONGC reported a net profit of ₹40,305 crore in the fiscal year that ended March 31, becoming India's second most profitable company after Reliance Industries. ONGC's net profit for FY22 surged 258% from ₹11,246.44 crore in FY21. The company replaced Tata Steel from the number two spot, which had reported a standalone net profit of ₹33,011.18 crore for FY22.",2022-05-29,Ridham Gambhir,https://www.hindustantimes.com/business/ongc-becomes-india-s-2nd-most-profitable-firm-after-40-306-crore-net-profit-101653800532394-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/29_sun/img_1653812730952_326.jpg?,https://inshorts.com/en/news/ongc-becomes-indias-2nd-most-profitable-firm-after-its-record-net-profit-in-fy22-1653816653429,Hindustan Times,Sunday
Up to ₹13 cr briefly credited in 100 HDFC accounts in Chennai due to technical error,"HDFC Bank froze around 100 accounts in Chennai after these accounts were credited with a few thousand rupees to ₹13 crore. The bank attributed this to a technical error which was noticed in a few customer accounts after a routine upgrade on Saturday. While the hold was released a few hours later, several users took to Twitter about the same.",2022-05-30,Ridham Gambhir,https://www.timesnownews.com/business-economy/companies/100-hdfc-bank-customers-in-chennai-become-crorepatis-heres-what-happened-article-91885766/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/30_mon/img_1653900712937_518.jpg?,https://inshorts.com/en/news/up-to-₹13-cr-briefly-credited-in-100-hdfc-accounts-in-chennai-due-to-technical-error-1653902318899,Times Now,Monday
Like demon preaching vedas: FRL's independent directors on Amazon's 'fraud' claim,"The independent directors of Future Retail Limited (FRL) have rejected Amazon's allegations that the company facilitated a fraudulent strategy for the transfer of 835 stores to Reliance Retail and called it a ""false statement"". In a letter, they wrote, ""It is not for a company like yours to preach governance to us. This is akin to a demon preaching vedas.""",2022-05-30,Ridham Gambhir,https://www.timesnownews.com/business-economy/companies/its-akin-to-demon-preaching-vedas-frl-ind-directors-on-amazons-allegation-of-fraudulent-stratagem-article-91877969/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/30_mon/img_1653879319348_793.jpg?,https://inshorts.com/en/news/like-demon-preaching-vedas-frls-independent-directors-on-amazons-fraud-claim-1653881303757,Times Now,Monday
"Oil India records highest-ever quarterly profit due to high fuel, gas prices","Government-owned Oil India Limited (OIL) recorded a net profit of ₹3,887.31 crore for the year that ended on March 2022, its highest-ever quarterly net profit. The net profit is 123.20% higher when compared with the ₹1741.59 crore profit reported last year. One of the reasons behind the record profit is high crude oil and gas prices, said OIL's top executive.",2022-05-29,Ridham Gambhir,https://theprint.in/economy/oil-india-records-highest-ever-profit-in-2021-22-due-to-high-fuel-gas-prices/973890/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/29_sun/img_1653796823901_862.jpg?,https://inshorts.com/en/news/oil-india-records-highestever-quarterly-profit-due-to-high-fuel-gas-prices-1653798306373,The Print,Sunday
"Newly-listed LIC's Q4 net profit falls 17% to ₹2,409 cr, declares ₹1.5 dividend","Life Insurance Corporation of India (LIC) on Monday reported that its consolidated net profit fell 17% year-on-year to ₹2,409 crore in the quarter ended March 2022. The company earned a net premium of ₹1.44 lakh crore during the quarter, while its revenue increased to ₹2.12 lakh crore. LIC, which listed on the bourses this month, announced a dividend of ₹1.5.",2022-05-30,Hiral Goyal,https://www.bqprime.com/business/lic-q4-results-profit-falls-17-even-as-net-premium-jumps?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/30_mon/img_1653914792943_24.jpg?,https://inshorts.com/en/news/newlylisted-lics-q4-net-profit-falls-17-to-₹2409-cr-declares-₹15-dividend-1653916357633,BQ Prime,Monday
"The worst is behind Vodafone Idea, you just have to wait: Kumar Mangalam Birla","Aditya Birla Group's billionaire Chairman Kumar Mangalam Birla told BQ Prime that ""the worst is behind"" Vodafone Idea. ""It takes some time to get people to start feeling confident about a business...again,"" Birla, who co-owns the company with Vodafone Group, said. ""We'll have to see how things pan out. I'm very positive about it...You just have to wait,"" he added.",2022-05-29,Hiral Goyal,https://www.bqprime.com/business/davos-wef-2022-kumar-mangalam-birla-says-worst-is-behind-vodafone-need-some-more-patience?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/29_sun/img_1653828766877_71.jpg?,https://inshorts.com/en/news/the-worst-is-behind-vodafone-idea-you-just-have-to-wait-kumar-mangalam-birla-1653830033253,BQ Prime,Sunday
"Sensex jumps over 900 points to 55,792, Nifty above 16,500","BSE Sensex rallied over 900 points to trade at 55,792 while the Nifty50 advanced 258 points to 16,611 during Monday's early trade. While Infosys, Mahindra & Mahindra, Wipro and Tata Consultancy Services (TCS) were among the top Sensex gainers, shares of IRCTC rose nearly 5% in early trade ahead of its earnings to be announced today.",2022-05-30,Ridham Gambhir,https://www.moneycontrol.com/news/business/markets/market-live-updates-sgx-nifty-indices-a-gap-up-opening-for-indian-indices-2-8601101.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/30_mon/img_1653886422407_586.jpg?,https://inshorts.com/en/news/sensex-jumps-over-900-points-to-55792-nifty-above-16500-1653886875081,Moneycontrol,Monday
I-T Dept starts probe against UP businessman who hoarded ₹194 cr cash,"The Income Tax Department has started an investigation against Kanpur-based perfume businessman Piyush Jain. In December 2021, the Directorate General of GST Intelligence (DGGI) had recovered over ₹194.45 crore cash, 23 kg gold and 600 kg sandalwood from the factory premises of Jain. According to reports, the DGGI had officially shared the information with the Income Tax Department last week.",2022-05-29,Hiral Goyal,https://theprint.in/india/income-tax-dept-starts-investigation-against-up-businessman-piyush-jain/975202/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/29_sun/img_1653823309697_36.jpg?,https://inshorts.com/en/news/it-dept-starts-probe-against-up-businessman-who-hoarded-₹194-cr-cash-1653826390114,The Print,Sunday
